Name,Ticker,Sub-Sector
Huhtamaki India Ltd,HUHTAMAKI,Packaging
Amir Chand Jagdish Kumar (Exports) Ltd,AMIRCHAND,FMCG - Foods
SMC Global Securities Ltd,SMCGLOBAL,Investment Banking & Brokerage
Wonder Electricals Ltd,WEL,Home Electronics & Appliances
Safe Enterprises Retail Fixtures Ltd,SAFEENTP,Building Products - Others
Unitech Ltd,UNITECH,Real Estate
OBSC Perfection Ltd,OBSCP,Auto Parts
Divine Power Energy Ltd,DPEL,Cables
Monolithisch India Ltd,MONOLITH,Building Products - Others
Gujarat Natural Resources Ltd,GNRL,Oil & Gas - Exploration & Production
Hardwyn India Ltd,HARDWYN,Building Products - Glass
GPT Healthcare Ltd,GPTHEALTH,Hospitals & Diagnostic Centres
Kross Ltd,KROSS,Auto Parts
Izmo Ltd,IZMO,Software Services
Hariom Pipe Industries Ltd,HARIOMPIPE,Building Products - Pipes
Bluspring Enterprises Ltd,BLUSPRING,Business Support Services
Orient Technologies Ltd,ORIENTTECH,IT Services & Consulting
Andhra Paper Ltd,ANDHRAPAP,Paper Products
B L Kashyap and Sons Ltd,BLKASHYAP,Construction & Engineering
SKM Egg Products Export India Ltd,SKMEGGPROD,Packaged Foods & Meats
Ratnaveer Precision Engineering Ltd,RATNAVEER,Industrial Machinery
Texmaco Infrastructure & Holdings Ltd,TEXINFRA,Real Estate
NIIT Ltd,NIITLTD,Education Services
Capital Small Finance Bank Ltd,CAPITALSFB,Private Banks
Nelcast Ltd,NELCAST,Iron & Steel
Ice Make Refrigeration Ltd,ICEMAKE,Electrical Components & Equipments
Panorama Studios International Ltd,PANORAMA,Movies & TV Serials
BMW Industries Ltd,BMW,Iron & Steel
Platinum Industries Ltd,PLATIND,Commodity Chemicals
Macfos Ltd,ROBU,Software Services
Automobile Corp Of Goa Ltd,ACGL,Trucks & Buses
Updater Services Ltd,UDS,Business Support Services
Meghmani Organics Ltd,MOL,Commodity Chemicals
Bharat Seats Ltd,BHARATSE,Auto Parts
Salasar Techno Engineering Ltd,SALASAR,Iron & Steel
Diffusion Engineers Ltd,DIFFNKG,Industrial Machinery
Tribhovandas Bhimji Zaveri Ltd,TBZ,"Precious Metals, Jewellery & Watches"
HMA Agro Industries Ltd,HMAAGRO,Packaged Foods & Meats
IKIO Technologies Ltd,IKIO,Electrical Components & Equipments
PNGS Reva Diamond Jewellery Ltd,PNGSREVA,"Precious Metals, Jewellery & Watches"
Igarashi Motors India Ltd,IGARASHI,Auto Parts
Andrew Yule & Co Ltd,ANDREWYU,Tea & Coffee
Kody Technolab Ltd,KODYTECH,Software Services
ULTRAMARINE & PIGMENTS Ltd,ULTRAMAR,Commodity Chemicals
Lincoln Pharmaceuticals Ltd,LINCOLN,Pharmaceuticals
Shree Pushkar Chemicals & Fertilisers Ltd,SHREEPUSHK,Specialty Chemicals
Laxmi Goldorna House Ltd,LGHL,"Precious Metals, Jewellery & Watches"
TGV SRAAC Ltd,TGVSL,Commodity Chemicals
Punjab Chemicals and Crop Protection Ltd,PUNJABCHEM,Diversified Chemicals
Sar Auto Products Ltd,SAPL,Auto Parts
SRM Contractors Ltd,SRM,Construction & Engineering
HDFC Nifty 50 ETF,HDFCNIFTY,Equity
Butterfly Gandhimathi Appliances Ltd,BUTTERFLY,Home Electronics & Appliances
Gala Precision Engineering Ltd,GALAPREC,Industrial Machinery
Arihant Superstructures Ltd,ARIHANTSUP,Real Estate
A K Capital Services Ltd,AKCAPIT,Specialized Finance
Virtuoso Optoelectronics Ltd,VOEPL,Home Electronics & Appliances
Motisons Jewellers Ltd,MOTISONS,"Precious Metals, Jewellery & Watches"
Excel Industries Ltd,EXCELINDUS,Fertilizers & Agro Chemicals
Gulshan Polyols Ltd,GULPOLY,Specialty Chemicals
Salzer Electronics Ltd,SALZERELEC,Electrical Components & Equipments
Monte Carlo Fashions Ltd,MONTECARLO,Apparel & Accessories
Mangalam Worldwide Ltd,MWL,Iron & Steel
LIC MF Nifty 50 ETF,LICNETFN50,Equity
Raj Rayon Industries Ltd,RAJRILTD,Textiles
TAAL Tech Ltd,TAALTECH,IT Services & Consulting
3B Blackbio DX Ltd,3BBLACKBIO,Biotechnology
Reliance Industrial Infrastructure Ltd,RIIL,Oil & Gas - Storage & Transportation
Nippon India Nifty Pharma ETF,PHARMABEES,Equity
Genesys International Corporation Ltd,GENESYS,IT Services & Consulting
Indo Rama Synthetics (India) Ltd,INDORAMA,Textiles
Amines and Plasticizers Ltd,AMNPLST,Commodity Chemicals
Accent Microcell Ltd,ACCENTMIC,Pharmaceuticals
Paushak Ltd,PAUSHAKLTD,Specialty Chemicals
Renaissance Global Ltd,RGL,"Precious Metals, Jewellery & Watches"
Indo Borax and Chemicals Ltd,INDOBORAX,Commodity Chemicals
Manaksia Coated Metals & Industries Ltd,MANAKCOAT,Metals - Diversified
Tarsons Products Ltd,TARSONS,Health Care Equipment & Supplies
Balaji Telefilms Ltd,BALAJITELE,Movies & TV Serials
Century Enka Ltd,CENTENKA,Textiles
Jyoti Resins and Adhesives Ltd,JYOTIRES,Commodity Chemicals
Irm Energy Ltd,IRMENERGY,Gas Distribution
Tembo Global Industries Ltd,TEMBO,Iron & Steel
Saraswati Commercial (India) Ltd,ZSARACOM,Specialized Finance
Q-Line Biotech Ltd,QLINE,
Alicon Castalloy Ltd,ALICON,Auto Parts
Aeroflex Enterprises Ltd,AEROENTER,Plastic Products
Fino Payments Bank Ltd,FINOPB,Private Banks
Saint-Gobain Sekurit India Ltd,SEKURITIND,Auto Parts
Industrial and Prudential Investment Co Ltd,INDPRUD,Investment Banking & Brokerage
Hi-Tech Gears Ltd,HITECHGEAR,Auto Parts
AVT Natural Products Ltd,AVTNPL,Agro Products
Shree Digvijay Cement Co Ltd,SHREDIGCEM,Cement
Emkay Tools Ltd,ETL,Industrial Machinery
Zelio E-Mobility Ltd,ZELIO,Two Wheelers
Vardhman Holdings Ltd,VHL,Diversified Financials
Madras Fertilizers Ltd,MADRASFERT,Fertilizers & Agro Chemicals
Sunrakshakk Industries India Ltd,SUNRAKSHAK,Textiles
Oriental Aromatics Ltd,OAL,Specialty Chemicals
Gujarat Kidney and Super Speciality Ltd,GKSL,Hospitals & Diagnostic Centres
Andhra Sugars Ltd,ANDHRSUGAR,Commodity Chemicals
Roto Pumps Ltd,ROTO,Industrial Machinery
Rajputana Stainless Ltd,RSL,Metals - Diversified
MIC Electronics Ltd,MICEL,Electrical Components & Equipments
Jindal Poly Investment and Finance Company Ltd,JPOLYINVST,Asset Management
Centrum Capital Ltd,CENTRUM,Diversified Financials
Bharat Global Developers Ltd,BGDL,Retail - Speciality
Quick Heal Technologies Ltd,QUICKHEAL,IT Services & Consulting
DAM Capital Advisors Ltd,DAMCAPITAL,Investment Banking & Brokerage
Bhagyanagar India Ltd,BHAGYANGR,Electrical Components & Equipments
Gandhi Special Tubes Ltd,GANDHITUBE,Auto Parts
Kapston Services Ltd,KAPSTON,Business Support Services
Manali Petrochemicals Ltd,MANALIPETC,Specialty Chemicals
Tamilnadu Newsprint & Papers Ltd,TNPL,Paper Products
Abans Financial Services Ltd,AFSL,Asset Management
Jindal Photo Ltd,JINDALPHOT,Electronic Equipments
Bombay Super Hybrid Seeds Ltd,BSHSL,Seeds
Excelsoft Technologies Ltd,EXCELSOFT,Software Services
Aditya Birla Sun Life Gold ETF,BSLGOLDETF,Gold
Modison Ltd,MODISONLTD,Electrical Components & Equipments
UTI Nifty Next 50 Exchange Traded Fund,NEXT50BETA,Equity
Shree Refrigerations Ltd,SHREEREF,Building Products - Others
Bajaj Healthcare Ltd,BAJAJHCARE,Pharmaceuticals
GKW Ltd,GKWLIMITED,Logistics
Asian Star Co Ltd,ASTAR,"Precious Metals, Jewellery & Watches"
ADC India Communications Ltd,ADCINDIA,Communication & Networking
Wealth First Portfolio Managers Ltd,WEALTH,Diversified Financials
Master Trust Ltd,MASTERTR,Diversified Financials
Themis Medicare Ltd,THEMISMED,Pharmaceuticals
Swelect Energy Systems Ltd,SWELECTES,Electrical Components & Equipments
Cosmic CRF Ltd,COSMICCRF,"Precious Metals, Jewellery & Watches"
Unicommerce eSolutions Ltd,UNIECOM,Software Services
Rajoo Engineers Ltd,RAJOOENG,Industrial Machinery
BirlaNu Ltd,BIRLANU,Building Products - Others
Bhartiya International Ltd,BIL,Apparel & Accessories
Indo Amines Ltd,INDOAMIN,Specialty Chemicals
Control Print Ltd,CONTROLPR,Electronic Equipments
Crest Ventures Ltd,CREST,Asset Management
Nahar Spinning Mills Ltd,NAHARSPING,Textiles
Himatsingka Seide Ltd,HIMATSEIDE,Textiles
Ambika Cotton Mills Ltd,AMBIKCO,Textiles
Oricon Enterprises Ltd,ORICONENT,Logistics
Dharmaj Crop Guard Ltd,DHARMAJ,Fertilizers & Agro Chemicals
B-Right RealEstate Ltd,BRRL,Real Estate
GRP Ltd,GRPLTD,Tires & Rubber
Modern Malleables Ltd,MODMA,Electrical Components & Equipments
One Global Service Provider Ltd,ONEGLOBAL,Health Care Equipment & Supplies
Health X Platform Ltd,HEALTHX,Health Care Equipment & Supplies
Western Carriers (India) Ltd,WCIL,Logistics
Gayatri Projects Ltd,GAYAPROJ,Construction & Engineering
BCL Industries Ltd,BCLIND,FMCG - Foods
Gretex Corporate Services Ltd,GCSL,Investment Banking & Brokerage
Oriental Rail Infrastructure Ltd,ORIRAIL,Rail
Creative Newtech Ltd,CNL,Technology Hardware
Capital India Finance Ltd,CIFL,Consumer Finance
Viceroy Hotels Ltd,VHLTD,"Hotels, Resorts & Cruise Lines"
Kopran Ltd,KOPRAN,Pharmaceuticals
Arisinfra Solutions Ltd,ARIS,Building Products - Others
Prime Securities Ltd,PRIMESECU,Investment Banking & Brokerage
Mafatlal Industries Ltd,MAFATIND,Apparel & Accessories
Sathlokhar Synergys E&C Global Ltd,SSEGL,Construction & Engineering
Suraj Estate Developers Ltd,SURAJEST,Real Estate
The Ruby Mills Ltd,RUBYMILLS,Textiles
Macpower Cnc Machines Ltd,MACPOWER,Industrial Machinery
Krishival Foods Ltd,KRISHIVAL,FMCG - Foods
GHCL Textiles Ltd,GHCLTEXTIL,Textiles
Zuari Agro Chemicals Ltd,ZUARI,Fertilizers & Agro Chemicals
New Delhi Television Ltd,NDTV,TV Channels & Broadcasters
Axis Gold ETF,AXISGOLD,Gold
Yuken India Ltd,YUKEN,Industrial Machinery
Viviana Power Tech Ltd,VIVIANA,Electrical Components & Equipments
Precot Ltd,PRECOT,Textiles
Synergy Green Industries Ltd,SGIL,Industrial Machinery
Mamata Machinery Ltd,MAMATA,Industrial Machinery
IFB Agro Industries Ltd,IFBAGRO,Alcoholic Beverages
Blue Pearl Agriventures Ltd,BPAGRI,Commodities Trading
Avadh Sugar & Energy Ltd,AVADHSUGAR,Sugar
Bodal Chemicals Ltd,BODALCHEM,Commodity Chemicals
Ester Industries Ltd,ESTER,Commodity Chemicals
Royal Orchid Hotels Ltd,ROHLTD,"Hotels, Resorts & Cruise Lines"
Tejas Cargo India Ltd,TEJASCARGO,Logistics
TVS Electronics Ltd,TVSELECT,Technology Hardware
India Homes Ltd,INDIAHOMES,Iron & Steel
Suyog Telematics Ltd,SUYOG,Telecom Infrastructure
Wanbury Ltd,WANBURY,Pharmaceuticals
Bharat Parenterals Ltd,BPLPHARMA,Pharmaceuticals
STEL Holdings Ltd,STEL,Asset Management
Fermenta Biotech Ltd,FERMENTA,Biotechnology
Dhampur Sugar Mills Ltd,DHAMPURSUG,Sugar
Mac Charles (India) Ltd,MCCHRLS-B,Renewable Energy
SAL Steel Ltd,SALSTEEL,Iron & Steel
Mangal Electrical Industries Ltd,MEIL,Power Infrastructure
Hexa Tradex Ltd,HEXATRADEX,Commodities Trading
Lotus Chocolate Company Ltd,LOTUSCHO,FMCG - Foods
Yamuna Syndicate Ltd,YSL,Commodities Trading
Kellton Tech Solutions Ltd,KELLTONTEC,IT Services & Consulting
Eco Recycling Ltd,ECORECO,Business Support Services
Systematix Corporate Services Ltd,SYSTMTXC,Investment Banking & Brokerage
Uttam Sugar Mills Ltd,UTTAMSUGAR,Sugar
Arihant Foundations & Housing Ltd,ARIHANT,Real Estate
Hindusthan Insulators & Industries Ltd,HIIL,Heavy Electrical Equipments
Sejal Glass Ltd,SEJALLTD,Building Products - Glass
Eimco Elecon (India) Ltd,EIMCOELECO,Industrial Machinery
Sree Rayalaseema Hi-Strength Hypo Ltd,SRHHYPOLTD,Commodity Chemicals
Apis India Ltd,APIS,Agro Products
Rama Steel Tubes Ltd,RAMASTEEL,Building Products - Pipes
Regaal Resources Ltd,REGAAL,FMCG - Foods
Munjal Auto Industries Ltd,MUNJALAU,Auto Parts
Deccan Cements Ltd,DECCANCE,Cement
Ganesh Consumer Products Ltd,GANESHCP,FMCG - Foods
Sobhaygya Mercantile Ltd,SOBME,Diversified Financials
Coffee Day Enterprises Ltd,COFFEEDAY,Restaurants & Cafes
Borana Weaves Ltd,BORANA,Textiles
Vilas Transcore Ltd,VILAS,Heavy Electrical Equipments
Vadilal Enterprises Ltd,VADILENT,Packaged Foods & Meats
Sunshield Chemicals Ltd,SUNSHIEL,Specialty Chemicals
Matrimony.Com Ltd,MATRIMONY,Online Services
Max India Ltd,MAXIND,Hospitals & Diagnostic Centres
Karnika Industries Ltd,KARNIKA,Textiles
Arrow Greentech Ltd,ARROWGREEN,Packaging
LIC MF BSE Sensex ETF,LICNETFSEN,Equity
PNGS Gargi Fashion Jewellery Ltd,GARGI,Retail - Speciality
Z-Tech (India) Ltd,ZTECH,Construction & Engineering
Unified Data-Tech Solutions Limited,UNIFIED,IT Services & Consulting
Finkurve Financial Services Ltd,FINKURVE,Consumer Finance
Automotive Stampings and Assemblies Ltd,ASAL,Auto Parts
Remus Pharmaceuticals Ltd,REMUS,Pharmaceuticals
Stanley Lifestyles Ltd,STANLEY,Retail - Department Stores
NCL Industries Ltd,NCLIND,Cement
Osel Devices Ltd,OSELDEVICE,Electrical Components & Equipments
Sterling Tools Ltd,STERTOOLS,Industrial Machinery
Kokuyo Camlin Ltd,KOKUYOCMLN,Stationery
Om Infra Ltd,OMINFRAL,Construction & Engineering
Sigachi Industries Ltd,SIGACHI,Commodity Chemicals
Sudarshan Colorants India Ltd,SUDARCOLOR,Specialty Chemicals
Shree Ganesh Remedies Ltd,SGRL,Pharmaceuticals
Dhunseri Ventures Ltd,DVL,Specialty Chemicals
Cellecor Gadgets Ltd,CELLECOR,Home Electronics & Appliances
Uni-Abex Alloy Products Ltd,UNIABEXAL,Iron & Steel
JITF Infralogistics Ltd,JITFINFRA,Shipbuilding
Dwarikesh Sugar Industries Ltd,DWARKESH,Sugar
Sudarshan Pharma Industries Ltd,SUDARSHAN,Pharmaceuticals
Sarla Performance Fibers Ltd,SARLAPOLY,Textiles
Veefin Solutions Ltd,VEEFIN,Application Software
Vivid Electromech Ltd,VIVIDEL,Electrical Components & Equipments
Krystal Integrated Services Ltd,KRYSTAL,Business Support Services
Ganesh Green Bharat Ltd,GGBL,Renewable Energy
Prostarm Info Systems Ltd,PROSTARM,Power Generation
Innovassynth Technologies (India) Ltd,INOVSYNTH,Specialty Chemicals
TAC Infosec Ltd,TAC,IT Services & Consulting
GIC Housing Finance Ltd,GICHSGFIN,Home Financing
Bright Outdoor Media Ltd,BRIGHT,Advertising
RSWM Ltd,RSWM,Textiles
Kabra Extrusion Technik Ltd,KABRAEXTRU,Industrial Machinery
Bajaj Steel Industries Ltd,BAJAJST,Building Products - Prefab Structures
India Power Corporation Ltd,DPSCLTD,Power Generation
Valiant Organics Ltd,VALIANTORG,Commodity Chemicals
Pudumjee Paper Products Ltd,PDMJEPAPER,Paper Products
Supreme Infrastructure India Ltd,SUPREMEINF,Construction & Engineering
Menon Bearings Ltd,MENONBE,Auto Parts
Visa Chrome Ltd,VISACHROME,Iron & Steel
Indef Manufacturing Ltd,BAJAJINDEF,Heavy Machinery
Tamilnadu Petroproducts Ltd,TNPETRO,Commodity Chemicals
South West Pinnacle Exploration Ltd,SOUTHWEST,Mining - Diversified
IST Ltd,ISTLTD,Industrial Machinery
McLeod Russel India Ltd,MCLEODRUSS,Tea & Coffee
Forbes Precision Tools and Machine Parts Ltd,TOTEM,Industrial Machinery
Gem Aromatics Ltd,GEMAROMA,Specialty Chemicals
Aditya Birla Money Ltd,BIRLAMONEY,Investment Banking & Brokerage
Prizor Viztech Ltd,PRIZOR,Business Support Services
N R Agarwal Industries Ltd,NRAIL,Paper Products
Sahasra Electronic Solutions Ltd,SAHASRA,Electronic Equipments
Hazoor Multi Projects Ltd,HAZOOR,Real Estate
Consolidated Finvest & Holdings Ltd,CONSOFINVT,Asset Management
Parin Enterprises Ltd,PARIN,Building Products - Others
PVP Ventures Ltd,PVP,Real Estate
Prozone Realty Ltd,PROZONER,Real Estate
United Polyfab Gujarat Ltd,UNITEDPOLY,Textiles
BEML Land Assets Ltd,BLAL,Real Estate
Rajapalayam Mills Ltd,RAJPALAYAM,Textiles
Maan Aluminium Ltd,MAANALU,Metals - Aluminium
Pradeep Metals Ltd,PRADPME,Heavy Machinery
ECOS (India) Mobility & Hospitality Ltd,ECOSMOBLTY,Tour & Travel Services
Airfloa Rail Technology Ltd,AIRFLOA,Industrial Machinery
U. P. Hotels Ltd,UPHOT,"Hotels, Resorts & Cruise Lines"
Kirloskar Electric Company Ltd,KECL,Heavy Electrical Equipments
Kotak Nifty Alpha 50 ETF,ALPHA,Equity
Vasa Denticity Ltd,DENTALKART,Hospitals & Diagnostic Centres
Shri Ahimsa Naturals Ltd,SHRIAHIMSA,FMCG - Foods
Axtel Industries Ltd,AXTEL,Industrial Machinery
Likhitha Infrastructure Ltd,LIKHITHA,Construction & Engineering
JOJO Ltd,JOJO,Movies & TV Serials
Advent Hotels International Ltd,ADVENTHTL,"Hotels, Resorts & Cruise Lines"
Manoj Vaibhav Gems N Jewellers Ltd,MVGJL,"Precious Metals, Jewellery & Watches"
Anuh Pharma Ltd,ANUHPHR,Pharmaceuticals
Fairchem Organics Ltd,FAIRCHEMOR,Specialty Chemicals
Eldeco Housing and Industries Ltd,ELDEHSG,Real Estate
Shree Vasu Logistics Ltd,SVLL,Logistics
Ritco Logistics Ltd,RITCO,Logistics
Fedders Holding Ltd,FEDDERSHOL,Diversified Financials
Integra Engineering India Ltd,INTEGRAEN,Industrial Machinery
Beekay Steel Industries Ltd,BEEKAY,Iron & Steel
IIRM Holdings India Ltd,IIRM,Insurance
Vascon Engineers Ltd,VASCONEQ,Construction & Engineering
Xchanging Solutions Ltd,XCHANGING,IT Services & Consulting
Dhampur Bio Organics Ltd,DBOL,Sugar
Sadhana Nitro Chem Ltd,SADHNANIQ,Specialty Chemicals
Zuari Industries Ltd,ZUARIIND,Conglomerates
Yogi Ltd,YOGI,Real Estate
Scoda Tubes Ltd,SCODATUBES,Industrial Machinery
Uniphos Enterprises Ltd,UNIENTER,Fertilizers & Agro Chemicals
Aryaman Financial Services Ltd,ARYAMAN,Investment Banking & Brokerage
Taneja Aerospace and Aviation Ltd,TANAA,Aerospace & Defense Equipments
Utssav CZ Gold Jewels Ltd,UTSSAV,"Precious Metals, Jewellery & Watches"
Permanent Magnets Ltd,PERMAGN,Metals - Diversified
Anlon Healthcare Ltd,AHCL,Pharmaceuticals
GTPL Hathway Ltd,GTPL,Cable & D2H
Arihant Capital Markets Ltd,ARIHANTCAP,Diversified Financials
Gloster Ltd,GLOSTERLTD,Textiles
Sahana System Ltd,SAHANA,IT Services & Consulting
Bizotic Commercial Ltd,BIZOTIC,Textiles
Petro Carbon and Chemicals Ltd,PCCL,Metals - Coke
VLS Finance Ltd,VLSFINANCE,Investment Banking & Brokerage
Praveg Ltd,PRAVEG,Advertising
A B Infrabuild Ltd,ABINFRA,Construction & Engineering
Sandesh Ltd,SANDESH,Publishing
Heranba Industries Ltd,HERANBA,Fertilizers & Agro Chemicals
FlySBS Aviation Ltd,FLYSBS,Airlines
LIC MF Nifty 100 ETF,LICNFNHGP,Equity
Kothari Petrochemicals Ltd,KOTHARIPET,Commodity Chemicals
SPEL Semiconductor Ltd,SPELS,Electronic Equipments
Vision Infra Equipment Solutions Ltd,VIESL,Business Support Services
Enkei Wheels (India) Ltd,ENKEIWHEL,Auto Parts
Innovision Ltd,INNOVISION,Employment Services
State Trading Corporation of India Ltd,STCINDIA,Commodities Trading
Bigbloc Construction Ltd,BIGBLOC,Building Products - Granite
Jayant Agro-Organics Ltd,JAYAGROGN,Specialty Chemicals
CWD Limited,CWD,Home Electronics & Appliances
Popular Vehicles and Services Ltd,PVSL,Four Wheelers
Sacheerome Ltd,SACHEEROME,FMCG - Personal Products
Vakrangee Limited,VAKRANGEE,Outsourced services
SMT Engineering Ltd,SMTEL,Industrial Machinery
Allied Digital Services Ltd,ADSL,IT Services & Consulting
Tata Nifty 50 ETF,NETF,Equity
RM Drip & Sprinklers Systems Ltd,RMDRIP,Agricultural & Farm Machinery
ABS Marine Services Ltd,ABSMARINE,Shipbuilding
Mindteck (India) Ltd,MINDTECK,IT Services & Consulting
Innovana Thinklabs Ltd,INNOVANA,Software Services
MMP Industries Ltd,MMP,Metals - Aluminium
Foce India Ltd,FOCE,"Precious Metals, Jewellery & Watches"
EFFWA Infra & Research Ltd,EFFWA,Environmental Services
Fabtech Technologies Ltd,FABTECH,Pharmaceuticals
Ksolves India Ltd,KSOLVES,IT Services & Consulting
Welspun Investments and Commercials Ltd,WELINV,Diversified Financials
GeeCee Ventures Ltd,GEECEE,Real Estate
Iris Clothings Ltd,IRISDOREME,Retail - Apparel
Exhicon Events Media Solutions Ltd,EXHICON,Advertising
Bhageria Industries Ltd,BHAGERIA,Specialty Chemicals
Shraddha Prime Projects Ltd,SHRADDHA,Real Estate
Voith Paper Fabrics India Ltd,VOITHPAPR,Textiles
Asian Hotels (West) Ltd,AHLWEST,"Hotels, Resorts & Cruise Lines"
Ganesh Benzoplast Ltd,GANESHBE,Specialty Chemicals
TV Today Network Limited,TVTODAY,TV Channels & Broadcasters
Emkay Global Financial Services Ltd,EMKAY,Investment Banking & Brokerage
Virat Industries Ltd,VIRAT,Apparel & Accessories
Chemcon Speciality Chemicals Ltd,CHEMCON,Specialty Chemicals
Radhika Jeweltech Ltd,RADHIKAJWE,"Precious Metals, Jewellery & Watches"
Mukka Proteins Ltd,MUKKA,Packaged Foods & Meats
Consolidated Construction Consortium Ltd,CCCL,Construction & Engineering
Foseco Crucible (India) Ltd,FOSECOC,Industrial Machinery
Amal Ltd,AMAL,Commodity Chemicals
Mercury Ev-Tech Ltd,MERCURYEV,Commodities Trading
Saurashtra Cement Ltd,SAURASHCEM,Cement
Kamdhenu Ltd,KAMDHENU,Iron & Steel
DMCC Speciality Chemicals Ltd,DMCC,Diversified Chemicals
Advance Agrolife Ltd,ADVANCE,Specialty Chemicals
Modi's Navnirman Ltd,MODIS,Real Estate
Australian Premium Solar (India) Ltd,APS,Renewable Energy
Cheviot Co Ltd,CHEVIOT,Textiles
Denta Water and Infra Solutions Ltd,DENTA,Water Management
Tuticorin Alkali Chemicals and Fertilizers Ltd,TUTIALKA,Commodity Chemicals
RNFI Services Ltd,RNFI,Diversified Financials
LIC MF Nifty Midcap 100 ETF,LICNMID100,Equity
Kuantum Papers Ltd,KUANTUM,Paper Products
SAR Televenture Ltd,SARTELE,Telecom Infrastructure
Jagatjit Industries Ltd,JAGAJITIND,Alcoholic Beverages
20 Microns Ltd,20MICRONS,Specialty Chemicals
Transindia Real Estate Ltd,TREL,Logistics
Allcargo Terminals Ltd,ATL,Logistics
Aditya Birla Sun Life Nifty 50 ETF,BSLNIFTY,Equity
Indo SMC Ltd,INDOSMC,Electrical Components & Equipments
Birla Cable Ltd,BIRLACABLE,Telecom Equipments
